1.337710664,103.6972528696
1.337710664,103.6975049973
1.3377114,103.6980288
1.3377119,103.6981331
1.3377965,103.6985016
1.3378464,103.6985953
1.3378772,103.6986215
1.3380176,103.6986878
1.3381407,103.6986951
1.3383205,103.6986388
1.3385963,103.6985236
1.339169,103.6982576
1.3395612,103.6981103
1.3398712,103.697983
1.3399275,103.6979512
1.3402217,103.6977849
1.3404852,103.6976176
1.3407459,103.6973695
1.3408815,103.6972432
1.3412382,103.6968681
1.3414236,103.6966744
1.3414423,103.6965065
1.3414335,103.6964078
1.3413906,103.6963007
1.3410952,103.6960204
1.3402835,103.6953888
1.3398485,103.6950504
1.3397793,103.6949439
1.3397793,103.6949439
1.3398923,103.6948871
1.3404454,103.6945179
1.3409833,103.6941057
1.3420178,103.6932788
1.3420666,103.693236
1.3430054,103.6924829
1.3443011,103.6914367
1.3449977,103.6909879
1.3454414,103.6907596
1.3460728,103.6904891
1.3465992,103.6902674
1.3467689,103.69022
1.3468581,103.6901766
1.346893,103.6901421
1.3469214,103.6900722
1.3469297,103.6900203
1.3469239,103.6899276
1.3469108,103.6898162
1.3468916,103.6897966
1.3468805,103.6897716
1.3468773,103.6897599
1.3467104,103.6897634
1.3465127,103.6897658
1.3463182,103.6897646
1.346247,103.6897588
1.3461722,103.6897343
1.3460229,103.6896598
1.3458167,103.6894832
1.3455375,103.6891683
1.3449955,103.6885625
1.3449874,103.6885074
1.344981,103.6883994
1.3450084,103.6882966
1.3452394,103.6881607
1.3456837,103.6878628
1.3457550849,103.68780076
1.3457550849,103.687800765
1.3461783,103.6874273
1.346588,103.6869577
1.3467578,103.6867575
1.3468585,103.686662
1.3469695,103.6865849
1.3470952,103.6865597
1.3473779,103.686551
1.3480601,103.686554
1.3482625,103.686559
1.3484894,103.6865012
1.348635,103.6863972
1.3487411,103.6862396
1.3488577,103.6859825
1.34890965,103.6858106
1.3489460311,103.685697913
1.3489460311,103.6856979132
1.3489674,103.6856266
1.3490482,103.6854581
1.3490673,103.6854213
1.3492057,103.685278
1.3493319,103.6852022
1.3495225,103.6850701
1.349512,103.6850483
1.3495066,103.6850123
1.3495157,103.6849735
1.3495378,103.6849422
1.3492397,103.6845901
1.3490539,103.6843706
1.3485836,103.6837954
1.3484084,103.6837081
1.3482524,103.6836641
1.3481343,103.6836543
1.3480425,103.6836595
1.3479083,103.6836836
1.3473565,103.6837806
1.3471612,103.6838207
1.3470049,103.6838356
1.3468558,103.6838185
1.3468192,103.6837999
1.3466833,103.683731
1.3466622,103.6837165
1.3461569,103.6833693
1.3460396,103.6832745
1.3459272,103.6831837
1.3457688,103.6829214
1.345738996,103.682849407
1.345738996,103.6828494072
1.3456343,103.6826353
1.345523,103.6824204
1.3453887,103.682268
1.3453495,103.6822362
1.3448935,103.6818663
1.3447376,103.6817475
1.34473045,103.68135155
1.3447233,103.6809556
1.344718,103.6808537
1.3447555,103.6807572
1.3448306,103.6807464
1.3448842,103.6808269
1.3448884,103.6808651
1.3448949,103.6809235
1.3448943,103.6813429
1.3448916516,103.681575357
1.3448916516,103.6815753579
1.3448935,103.6818663
1.3453495,103.6822362
1.3453887,103.682268
1.345523,103.6824204
1.3456343,103.6826353
1.3457688,103.6829214
1.3459272,103.6831837
1.3460396,103.6832745
1.3461569,103.6833693
1.3466622,103.6837165
1.3466833,103.683731
1.3468192,103.6837999
1.3468558,103.6838185
1.3470049,103.6838356
1.3471612,103.6838207
1.3473565,103.6837806
1.3479083,103.6836836
1.3480425,103.6836595
1.3481343,103.6836543
1.3482524,103.6836641
1.3484084,103.6837081
1.3485836,103.6837954
1.3490539,103.6843706
1.3492397,103.6845901
1.3495378,103.6849422
1.3495715,103.6849208
1.3496119,103.6849141
1.3496408,103.6849195
1.3496755,103.6849399
1.3497005,103.6849741
1.3497082,103.6850309
1.3497006,103.6850567
1.3496875,103.6850784
1.3496617,103.6851014
1.3496234,103.6851157
1.3495794,103.6851128
1.3495572,103.6851032
1.3495225,103.6850701
1.3493319,103.6852022
1.3492057,103.685278
